album_id,album_name,release_date,label,copyrights
spotify:album:5zseibu9WEsPaZmkJUMkz1,California 37,2012-04-17,Columbia,"P (P) 2012 Columbia Records, a Division of Sony Music Entertainment"
spotify:album:1Cm6wsvnTlOXrfI9PkD8i4,Native,2013-01-01,Universal Music Group,"C © 2013 Mosley Music/Interscope Records, P ℗ 2013 Mosley Music/Interscope Records"
spotify:album:0iJw85z9TeTC0aVrIbwEEf,On the Edge,2018-05-10,Dynasty Records,"C 2018 Dynasty Records, P 2018 Dynasty Records"
spotify:album:59BUTEyxgum2KPZMwrJjVr,We Are The Night,2007-06-27,UMC (Universal Music Catalogue),"C © 2007 Virgin Records Limited, P ℗ 2019 Virgin Records Limited"
spotify:album:72s8oZlUJivGKedxe6qRHr,Groove Me,1979-03-15,Malaco Records,"C 1979 Malaco Records, Inc., P 1979 Malaco Records, Inc."
spotify:album:1nxHfb1EerQyKdT1aLSXf6,"KC & the Sunshine Band, Pt. 3... and More",2004-10-26,Rhino,"C © 2004 Warner Strategic Marketing, P ℗ 2004 Warner Strategic Marketing"
spotify:album:4Yc1RNQWCkaGHzI0Hpwvj5,Stay Awhile,2018-01-19,Hitstown,"C 2017 Sunset Blvd., P 2017 Copyright Control"
spotify:album:35sTz7u09awxYdiisycnq0,Startin' Somethin',2001-05-13,LilliPIlli IP,"C 2001 LilliPIlli IP, P 2001 LilliPIlli IP"
spotify:album:3RKhRsifs4RWrqvWV1YpPY,Don't You Worry Child,2012-09-14,Virgin Records,"C © 2012 EMI Records Ltd, P ℗ 2012 EMI Records Ltd"
spotify:album:1K4t7Jv7DuolDWnFLxKxkd,Wild Planet,1980,Warner Records,"C © 1980 Warner Records Inc., P ℗ 1980 Warner Records Inc."
spotify:album:2O9W3UoJ6veHK6htH4PpSo,Breakthrough (Int'l Deluxe Version),2009-01-01,Universal Records,"C © 2009 Universal Republic Records, a division of UMG Recordings, Inc., P ℗ 2009 Universal Republic Records, a division of UMG Recordings, Inc."
spotify:album:0kgt4qRi4nH6refkbZiCr6,Dami Im,2013-11-15,Sony Music Entertainment,P (P) 2013 Sony Music Entertainment Australia Pty Ltd.
spotify:album:4uoEruXjt0APvHaSqrwqPH,BLOW (with Chris Stapleton & Bruno Mars),2019-07-05,Atlantic Records UK,"C © 2019 Warner Music UK Limited, P ℗ 2019 An Asylum Records UK release, a division of Atlantic Records UK; ℗ 2019 Warner Music UK Limited"
spotify:album:1IzGIg7yq3LsiP2kH0Yusz,R.U.L.E.,2004-01-01,Def Jam Recordings,"C © 2004 The Island Def Jam Music Group, P ℗ 2004 The Island Def Jam Music Group"
spotify:album:2PzvfJGK74FgwPrvMB0qOh,Been Waiting,2008-11-17,Sony BMG Music Entertainment,P (P) 2008 Sony Music Entertainment Australia Pty Ltd.
spotify:album:3JXODSjT9mUz2lIb4YIErw,Avalon,1982-05-01,EG Records,"C © 1999 Virgin Records Limited, P ℗ 1999 Virgin Records Limited"
spotify:album:66Vhr3F0vp90jhQUlcf4Sk,The Day,1996-10-29,Epic,"P (P) 1996, 1997, 2001 Sony Music Entertainment"
spotify:album:7dK8UkFgnIpM1b1Ru5rcCQ,The Very Best Of,2000-01-01,Castle Communications,"C © 2000 Sanctuary Records Group Ltd., a BMG Company, P ℗ 2000 Sanctuary Records Group Ltd., a BMG Company"
spotify:album:5k8evXM0YJNZpCQ0dMXGCJ,Situation:Critical,1998-04-27,Strictly Rhythm,"C © 2011 Strictly Rhythm Records, P ℗ 1998 BMG Rights Management (US) LLC"
spotify:album:60E1kV0xn3LFWfUCEWgJub,18 Til I Die,1996-06-04,Universal Music Group,"C © 1996 Badman Ltd. / A&M Records, P ℗ 1996 Badman Ltd./A&M Records Inc."
spotify:album:6EVYTRG1drKdO8OnIQBeEj,My Everything (Deluxe),2014-08-25,Universal Records,"C © 2014 Republic Records, a division of UMG Recordings, Inc., P ℗ 2014 Republic Records, a division of UMG Recordings, Inc."
spotify:album:42XGL4SP2b0D3HoeMlPJHQ,Give My Regards To Broad Street,1984-10-22,Universal Music Group,"C © 2010 MPL Communications Inc/Ltd, under exclusive license to Universal Music Enterprises, a Division of UMG Recordings, Inc., P ℗ 2010 MPL Communications Inc/Ltd, under exclusive license to Universal Music Enterprises, a Division of UMG Recordings, Inc."
spotify:album:25wlsi7SWD8mFKxaEWGYuL,Getting Away With Murder,2004-01-01,Geffen,"C © 2004 Geffen Records, P ℗ 2015 Geffen Records"
spotify:album:4qIVSOSPRNCW7M0n8VaW3g,Collector's Gold Series,2003-01-01,Trigger Records,"C © 2009 Trigger Records, P ℗ 2003 Hot JWP Music Inc."
spotify:album:4WQVLiXpiYlFpKXCyheZU3,East,1980,Cold Chisel,"C © 2011 Cold Chisel Pty Ltd, P ℗ 2011 Cold Chisel Pty Ltd"
spotify:album:7JVJlkNNobS0GSoy4tCS96,The Bodyguard - Original Soundtrack Album,1992-11-17,Arista,P (P) 1992 Arista Records LLC
spotify:album:7CF3mddOyvQ90tus1iZ47E,"No Seeds, No Stems, Just Hits",2010-01-01,Universal Music,"C © 2010 Universal Music Enterprises, a Division of UMG Recordings, Inc., P ℗ 2010 Universal Music Enterprises, a Division of UMG Recordings, Inc."
spotify:album:5xvWhYvc4rAiDB2BgDdTUo,Pop Goes the Saries,1983,Gallo Record Company,"C 1983 The Gallo Record Company Vault, P 1983 The Gallo Record Company Vault"
spotify:album:0jf6SwV9h2dJz11e3zDIHd,You Belong To Me,1969,Hooj Choons,"C 1969 Hooj Choons, P 1995 Hooj Choons"
spotify:album:2G9onFLGqlMJd1ThYf0vIB,Violent Femmes,1983,Concord Music Group,"C 1983 Concord Music Group, Inc., P 1983 Concord Music Group, Inc."
spotify:album:01GR4NL5O5CZM51k0aejKD,World War Joy,2019-12-06,Disruptor Records/Columbia,P (P) 2019 Disruptor Records/Columbia Records
spotify:album:5YVxyuEcbkcXyDgU9XPnrx,Follow The Sun,2012-01-01,Evermore,"C © 2012 Evermore Music, P ℗ 2012 Evermore Music"
spotify:album:0TyQpOi3Ws2QydVDFgT0tL,Full Fathom Five,1994-06-01,CASINO RECORDS,"C 1994 CASINO RECORDS, P 1994 CASINO RECORDS"
spotify:album:3EFhsxrJoH3yE3r8bHheE6,Grave Dancers Union (2022 Remaster),1992-10-06,Columbia,P (P) 1992 Sony Music Entertainment Inc.
spotify:album:2irmzJu4CDZifv7NquPDGM,As Day Follows Night,2009-07-10,Dew Process,"C © 2020 Dew Process/Universal Music Australia, P ℗ 2020 Dew Process/Universal Music Australia"
spotify:album:3T4tUhGYeRNVUGevb0wThu,÷ (Deluxe),2017-03-03,Atlantic Records UK,"C © 2017 Asylum Records UK, a division of Atlantic Records UK, a Warner Music Group company., P ℗ 2017 Asylum Records UK, a division of Atlantic Records UK, a Warner Music Group company."
spotify:album:5jSAkaiC1BBKZQSZ7wFYOY,Greatest Hits,2001,RCA Records Label,P (P) 2001 BMG Entertainment International UK & Ireland Ltd.
spotify:album:6J9fX2iXc9W7ILQUWvEhAx,Best Of Montell Jordan,2015-09-25,Def Soul,"C © 2015 Def Jam Recordings, a division of UMG Recordings, Inc., P This Compilation ℗ 2015 Def Jam Recordings, a division of UMG Recordings, Inc."
spotify:album:2ZJcwgKQMSLyQAfBJsWfbD,Certified Hits (Remastered),2001-01-01,Capitol Nashville,"C © 2001 Capitol Records Nashville, P This Compilation ℗ 2001 Capitol Records Nashville"
spotify:album:28oPljw32I8H4LWfdQ2z7z,The Graduate - Music From The Broadway Comedy,1959,Columbia/Legacy,"P Originally Recorded Prior to 1972. All Rights Reserved By BMG Entertainment, (P) 1990 Capitol Records, Inc., Originally Released 1959, 1962, 1964, 1965, 1966, 1967, 1968, 1970, (P) 2002 Sony Music Entertainment Inc."
spotify:album:1NAmidJlEaVgA3MpcPFYGq,Lover,2019-08-23,Taylor Swift,"C © 2019 Taylor Swift, P ℗ 2019 Taylor Swift"
spotify:album:0yDiMZdbFwO5lGB9Dq5wlL,Versace On The Floor (Bruno Mars vs. David Guetta),2017-06-27,Atlantic Records,"C © 2017 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company, P ℗ 2017 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company"
spotify:album:4xb5h9HfsJ5abpnv4yDRRC,It's Better To Travel,1987-01-01,Mercury,"C © 1987 Mercury Records Limited, P ℗ 1987 Mercury Records Limited"
spotify:album:0uMIzWh1uEpHEBell4rlF8,Cloud Nine,2016-05-13,Kygo,"P (P) 2016 Kygo under exclusive license to Sony Music Entertainment International Ltd / Ultra Records, LLC"
spotify:album:7ge2XRwQBXK0oAtQn52ggh,With The Music I Die,2011-06-17,Big Beat Records/Atlantic,"C © 2011 Big Beat Records, Inc. for the United States and WEA International for the world outside the United States, P ℗ 2011 Big Beat Records, Inc. for the United States and WEA International for the world outside the United States"
spotify:album:1llln24xqen4HG9w0Gpgua,Absolute Treasures: The Rocky Horror Picture Show - The Complete and Definitive Soundtrack (2015 40th Anniversary Re-Mastered Edition),2015-08-21,Ode Sounds & Visuals,"C (C) 2015 Ode Sounds and Visuals, Inc."
spotify:album:3OBhnTLrvkoEEETjFA3Qfk,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995-06-16,Epic,"P (P) 1979, 1982, 1987, 1988, 1991, 1995 MJJ Productions Inc."
spotify:album:76hqEMQKrJpYntZVub1wlG,Garage Mahal,2002-07-10,WM Australia,"C © 2002 Warner Music Australia Pty Limited, P ℗ 2002 Warner Music Australia Pty Limited"
spotify:album:14Qo0TZ3M82PC4EFTt39X0,"The Very Best of Peter, Paul and Mary",2005-08-23,Rhino/Warner Records,"C © 2005 Warner Records Inc. Manufactured & Marketed by Rhino Entertainment Co., P ℗ 2005 Warner Records Inc. Manufactured & Marketed by Rhino Entertainment Co."
spotify:album:1cCm3jwAW9eJtEGyzpxlXY,It Won't Be Soon Before Long (International Version),2007-01-01,Universal Music Group,"C © 2007 A&M/Octone Records, P ℗ 2007 Interscope Records"
spotify:album:57lkUmA6WunanwJRN1RsGD,Evolve,2017-06-23,Universal Music Group,"C © 2018 KIDinaKORNER/Interscope Records, P ℗ 2018 KIDinaKORNER/Interscope Records"
spotify:album:3Kbuu2tHsIbplFUkB7a5oE,Revival (Deluxe),2015-10-09,Selena Gomez PS,"C © 2015 Interscope Records, P ℗ 2015 Interscope Records"
spotify:album:4zhigAhPwqp43XVHBiVeQI,Daniel Powter,2005-02-22,Warner Records,"C © 2006 Warner Records Inc., P ℗ 2005 Warner Records Inc."
spotify:album:4Zm7KcV47uD0sHageJyq2h,One Voice,2003-10-20,BMG Music,P (P) 2003 BMG Australia Limited
spotify:album:2YoTBTn4jykeDlHOI9sqnj,Nick Jonas X2,2015-11-20,Universal Music Group,"C © 2015 Island Records, a division of UMG Recordings, Inc. / Safehouse Records, LLC, P ℗ 2015 Island Records, a division of UMG Recordings, Inc. / Safehouse Records, LLC"
spotify:album:44mthU2qR57JhTbDeoBcby,The Ultimate Collection,2007-10-29,Arista/Legacy,P (P) 2007 Arista Records LLC
spotify:album:6TjfhQSmmBOEwIXkoT3fdZ,Northern Star,1999,Virgin Records,"C © 2000 Virgin Records Limited, P ℗ 2000 Virgin Records Limited"
spotify:album:3nrQeLjGJNdYsjJ8JVPKAf,Simply Deep,2002-10-22,Columbia,P (P) 2002 Sony Music Entertainment Inc.
spotify:album:51Hn2Wiq1jmUfI0BLaUhuF,The Script,2008-09-08,Phonogenic,P (P) 2008 SONY BMG MUSIC ENTERTAINMENT (UK) LIMITED
spotify:album:5jA1HyOHqWy718lEXH2koC,Those Lazy Hazy Crazy Days Of Summer,1963-04-01,Capitol Records,"C © 1963 Capitol Records, LLC, P ℗ 2009 Capitol Records, LLC"
spotify:album:1eYpJevvvxSRiyTyunmiw2,Golden Rule,2009-01-01,Universal Music Australia Pty. Ltd.,"C © 2009 Universal Music Australia Pty Ltd., P ℗ 2009 Universal Music Australia Pty Ltd."
spotify:album:5mg3ouVDu6pgPq2ajdnFCO,Welcome To My World,2015-10-10,MYA PLANET 9,"C (c) 2015 PLANET 9, P (p) 2015 PLANET 9"
spotify:album:5amj9zNeZ3B2EdpBgXrOZ0,Mind Of Mine (Deluxe Edition),2016-03-25,RCA Records Label,"P (P) 2016 RCA Records, a division of Sony Music Entertainment"
spotify:album:4J3Ei1ibnoclDjwNPYy4LJ,Peter And Gordon (1966) Plus,1966-01-01,Parlophone UK,"C © 2009 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 2009 Parlophone Records Ltd, a Warner Music Group Company"
spotify:album:4DOcG4A40Wf3q2vPNGQwQg,Peace Is The Mission,2015-06-01,Mad Decent,"C 2015 Mad Decent, P 2015 Mad Decent"
spotify:album:2bE8GcQ4FpUrYaPwZpg9QL,You Found Me,2008-11-21,Epic,P (P) 2008 SONY BMG MUSIC ENTERTAINMENT
spotify:album:5jgI8Eminx9MmLBontDWq8,Innervisions,1973-08-03,Motown,"C © 1973 Motown Record Company L.P., P ℗ 1973 UMG Recordings, Inc."
spotify:album:2viX4xHASnP1lVEFxrgHyp,Essential Eternal,2002-12-23,Parlophone UK,"C © 2002 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 2002 Parlophone Records Ltd, a Warner Music Group Company"
spotify:album:1nkKDM0EfKvJNKHsMFSvSS,Casual Gods,1987-12-15,UMC (Universal Music Catalogue),"C © 1988 Mercury Records Limited, P ℗ 1988 Mercury Records Limited"
spotify:album:0vNnjQQ3qUWyNI3H8tYMy4,Jackie Sings The Blues,1960,Brunswick Records,"C 1960 Brunswick Record Corp., P 1960 Brunswick Record Corp."
spotify:album:7mxsNoS5WUrhkW5gPYLFHo,Elvis Forever: The Best of Elvis Presley,2017-07-27,RCA/Legacy,"P This compilation (P) 2017 RCA Records, a division of Sony Music Entertainment"
spotify:album:4HRpy93zKbFppMl79lfFS1,Smash,2011-01-01,Ministry Of Sound,"C © 2011 Temps D'Avance, P ℗ 2011 Temps D'Avance, under exclusive license to Hussle Recordings, a division of Ministry of Sound Australia Pty Ltd"
spotify:album:7I0tjwFtxUwBC1vgyeMAax,Flowers,2023-01-13,Columbia,"P (P) 2023 Smiley Miley, Inc. under exclusive license to Columbia Records, a Division of Sony Music Entertainment"
spotify:album:5pXO4QznbiBRF6MB09iZjy,Atlas,2013-08-12,Sweat It Out,P (P) 2013 Sweat It Out Music! Distributed in Australia & New Zealand by Sony Music Australia Pty Ltd under exclusive license
spotify:album:3RDqXDc1bAETps54MSSOW0,Bangerz (Deluxe Version),2013-10-04,RCA Records Label,"P (P) 2013 RCA Records, a division of Sony Music Entertainment"
spotify:album:6pOiDiuDQqrmo5DbG0ZubR,MONTERO,2021-09-17,Columbia,"P (P) 2021 Columbia Records, a Division of Sony Music Entertainment"
spotify:album:6uj79HFcE29WqdtqkpYkB5,"2013 EDM Lift Off!, Vol. 3",2013-09-27,ARVA,"C 2013 Armada Music B.V., P 2013 Armada Music B.V."
spotify:album:7p1fX8aUySrBdx4WSYspOu,Midnight Memories (Deluxe),2013-11-25,Syco Music,P (P) 2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited
spotify:album:7wcKiTMV7I2GEzyvvS2vBP,I'm So Lonesome I Could Cry,2005,Gusto Records,"C 2005 Gusto Records Inc, P 2005 Gusto Records Inc"
spotify:album:1yYliv1UwU2buW9tDjprJM,Soul Deep,1991,Bloodlines,"C 1991 Bloodlines, P 1991 Bloodlines"
spotify:album:2uDTi1PlpSpvAv7IRAoAEU,HIGHEST IN THE ROOM,2019-10-04,Cactus Jack / Epic,P (P) 2019 Epic Records. With Cactus Jack.
spotify:album:4Fts9DL8sj5UQ0TkN4SvMK,Animal,2010,RCA Records Label,"P (P) 2009 RCA/Jive Label Group, a unit of Sony Music Entertainment"
spotify:album:5t4A7Loq1pKRFlkBOs1O2O,Some Type of Love,2015-05-01,Artist Partner,"C © 2015 Artist Partner Group, Inc, P ℗ 2015 Artist Partner Group, Inc"
spotify:album:76oMr4Y2pOtcrvZLc2ZikF,If You Can Believe Your Eyes & Ears,1966-03,Geffen*,"C © 1998 MCA Records Inc., P ℗ 1966 Dunhill Records Inc."
spotify:album:0Awg8rbxKaH6VTDKoJTuhZ,Mona,1990-01-08,Sony BMG Music Entertainment,P (P) 1990 Sony Music Entertainment (Australia) Pty. Ltd.
spotify:album:4CNEJF5wYGqhOYEKq8ciu8,They Only Come Out At Night,1972-11-30,Epic,P (P) 1972 SONY BMG MUSIC ENTERTAINMENT
spotify:album:58YKBvNKOPjPquD6BgRcHs,Take Cover,2014-12-09,Atlantic Records,"C 2014, P 2014"
spotify:album:3TDimUGd7RULilf8dvoGXf,Fingerprints & Footprints - The Ultimate Collection,2011-01-01,Universal Music Australia Pty. Ltd.,"C © 2011 Universal Music Australia Pty Ltd., P This Compilation ℗ 2011 Universal Music Australia Pty Ltd."
spotify:album:3MvOWcHQP67OGTJvr9TPFi,Tease Me,1993-01-01,Island Records,"C © 1993 Island Records, a division of Universal Music Operations Limited, P ℗ 1993 Island Records, a division of Universal Music Operations Limited"
spotify:album:4KVrN1mStUcHU6ciBL7dHj,Flashing Lights,2013-01-01,Universal Music Australia Pty. Ltd.,"C © 2013 Island Records Australia / Universal Music Australia, P ℗ 2013 Island Records Australia / Universal Music Australia"
spotify:album:7aMMpyDflUCZzDFp6LNul0,Make It Good,2001,Columbia,"P (P) 2001, 2002 Byrne Blood Productions Ltd. Sony BMG Music Entertainment (UK) Limited are the exclusive licensees for the world"
spotify:album:4ObsEU7mIXbo2n9A31yfds,Rock Of The Westies,1975-10-24,EMI,"C © 1995 Mercury Records Limited, P This Compilation ℗ 1975 This Record Company Ltd."
spotify:album:0Jt2LzWgtGxy3GZH5i2Kcy,Discography - Complete Singles Collection,1998-03-31,Parlophone UK,"C © 1991 Pet Shop Boys Partnership Ltd under exclusive licence to Parlophone Records Ltd, a Warner Music Group Company, P ℗ 1991 Parlophone Records Ltd, a Warner Music Group Company"
spotify:album:1k1Cr3nlJDa8pvwZUJ5xfj,Ricky Martin,1999,C2Records/Columbia,"P 1995 Sony Music Entertainment (México) S.A. de C.V.,1998 Sony Music Entertainment Inc.,1999 Sony Music Entertainment (Holland) B.V"
spotify:album:39Uimqur7UcRay3BIZbj0b,Old Man Emu,1982-03-01,WM Australia,"C © 1982 Emusic Pty Ltd, P ℗ 1982 Emusic Pty Ltd"
spotify:album:5QQdo0rs4pjCgSEQwZXmyw,These Here Are Crazy Times,1989-10-18,Bloodlines,"C 2013 Bloodlines, P 2013 Bloodlines"
spotify:album:0d0QHnq1JlNiBTQhC1eKRS,Beautiful People: The Greatest Hits of Melanie,1999-07-01,Buddha Records,"P (P) 1999, Buddha Records"
spotify:album:49lt16ScZyPFZtrT6U8w9m,Belle-Issima! Sweet Memories…,1981,Edsel,"C (C) 2019 Demon Music Group Ltd., P (P) 1981 The Belle Stars"
spotify:album:5Zcfw8EsPjQBJZhA0EbcyM,Ready For The Weekend,2009-08-17,Columbia,P (P) 2009 Sony Music Entertainment Limited except Track 13 ?Dance Wiv Me? P 2008 Dirtee Stank Recordings Limited under license to Sony Music Entertainment UK Limited
spotify:album:0oX4SealMgNXrvRDhqqOKg,Dangerous,1991-11-13,Epic/Legacy,P (P) 1991 MJJ Productions Inc.
spotify:album:3cptxwPFf3Ioj7I3AVX3mp,How Do I Say Goodbye,2022-08-31,Universal Music Australia Pty. Ltd.,"C © 2022 Universal Music Australia Pty Ltd., P ℗ 2022 Universal Music Australia Pty Ltd."
spotify:album:021pXDAIuTIb2ADbS6VjbC,Yeah!,2004-02-09,Arista,"P (P) 2004 Arista Records, Inc."
spotify:album:4E7bV0pzG0LciBSWTszra6,X&Y,2005-06-07,Parlophone Records Limited,"C © 2005 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 2005 Parlophone Records Ltd, a Warner Music Group Company"
spotify:album:3GT1SFfrltwpfWM2FB7zV4,1989 (Deluxe),2014-10-27,Universal Music Group,"C © 2014 Big Machine Records, LLC, P ℗ 2014 Big Machine Records, LLC"
spotify:album:3HcgOp0YQDt8rYzgvJwdwk,Knee Deep In The Hoopla,1985,RCA Records Label,P (P) 1999 BMG Entertainment
spotify:album:327hbo0E1dK3xo2Xi9YNAc,If You're Too Shy (Let Me Know) [Edit],2020-04-23,Dirty Hit Ltd,P (P) 2020 Dirty Hit
spotify:album:07Y0NakmLDMHh9tsRwuhvz,X,2007-11-21,WM Australia,"C © 2007 KDB Pty Limited, P ℗ 2007 KDB Pty Limited"
spotify:album:0NUEQILaBzavnzcMEs4buZ,The Very Best of Frankie Valli & The 4 Seasons,2003-01-14,Rhino,"C © 2004 Bob Gaudio & Frankie Valli d/b/a The 4 Seasons Partnership, by arrangement with Warner Special Products, P ℗ 2004 Bob Gaudio & Frankie Valli d/b/a The 4 Seasons Partnership, by arrangement with Warner Special Products"
spotify:album:2jmqR9W54z9VIZN4qAQv1Y,Anthology,2008-10-11,Bloodlines,"C 2008 Bloodlines, P 2008 Bloodlines"
spotify:album:2bZrEgjlPEdqShPdNIpAm6,The Very Best Of,2010-12-01,Master Classics Records,C (C) 2010 Master Classics Records
spotify:album:77VEDrJrgHdCr6Ju3N4AQp,"Up, Up And Away",1967,Arista/Legacy,P Originally released 1967. All rights reserved by Sony Music Entertainment
spotify:album:2Ip0kyHG3zLfmlPJWZsfLB,Living Years,1988-10-28,BMG Rights Management (UK) Ltd,"C © 1988 Michael Rutherford Limited, under exclusive licence to BMG Rights Management (UK) Limited, P ℗ 1988 Michael Rutherford Limited, under exclusive licence to BMG Rights Management (UK) Limited"
spotify:album:1kM6xcSYO5ASJaWgygznL7,Abba,1975,Polar Music International AB,"C © 2001 Polar Music International AB, P This Compilation ℗ 2001 Polar Music International AB"
spotify:album:7d2qNq4zap02SoWdvr0caA,Funky Divas,1992-03-24,Rhino Atlantic,"C © 1992 Elektra Entertainment for the United States and WEA International Inc. for the world outside of the United States., P ℗ 1992 Elektra Entertainment for the United States and WEA International Inc. for the world outside of the United States."
